instance_id,box_id,length,width,height
92,18,9.5,65.0,73.0
92,19,24.0,7.0,100.0
92,20,100.0,10.0,7.0
92,21,31.0,15.75,100.0
92,22,31.0,7.75,100.0
92,23,10.25,44.5,49.5
92,24,22.5,49.5,10.25
92,25,27.5,20.5,25.0
92,26,14.5,25.0,27.5
92,27,37.0,41.0,24.0
92,28,40.0,20.0,70.0
92,29,20.0,30.0,40.0
92,30,37.0,25.5,24.0
92,31,24.0,33.5,37.0
93,0,28.0,59.0,15.0
93,1,30.0,47.0,13.5
93,2,28.0,41.0,7.5
93,3,25.0,27.5,57.0
93,4,53.0,20.0,17.5
93,5,43.0,44.5,25.0
93,6,10.0,41.0,7.5
93,7,18.0,7.5,41.0
93,8,20.0,13.5,47.0
93,9,15.75,22.5,30.0
93,10,15.0,24.5,15.75
93,11,15.75,15.0,24.5
93,12,27.0,74.0,25.0
93,13,28.5,43.0,17.5
93,14,28.5,7.5,43.0
93,15,17.5,67.0,50.0
93,16,15.0,54.0,43.0
93,17,10.0,31.0,100.0
93,18,54.0,37.0,6.5
93,19,30.0,18.5,47.0
93,20,47.0,30.0,36.5
93,21,15.75,29.5,50.0
93,22,29.5,27.75,50.0
93,23,57.0,28.0,15.0
93,24,15.0,26.0,57.0
93,25,31.0,65.0,18.0
93,26,31.0,35.0,18.0
93,27,13.5,54.0,6.5
93,28,6.5,54.0,23.5
93,29,14.5,20.5,50.0
93,30,20.5,50.0,18.5
93,31,29.5,20.0,36.5
93,32,16.75,20.0,16.5
93,33,20.0,16.5,12.75
93,34,25.0,16.75,57.0
93,35,57.0,28.75,25.0
93,36,27.0,6.5,26.0
93,37,27.0,26.0,18.5
93,38,30.0,33.5,15.75
93,39,30.0,15.75,13.5
93,40,33.5,15.5,20.0
93,41,33.5,31.5,20.0
93,42,33.5,54.0,13.0
93,43,54.0,13.0,29.5
93,44,20.0,29.5,23.5
93,45,30.0,29.5,23.5
93,46,50.0,33.0,12.25
93,47,50.0,14.25,10.5
93,48,14.25,22.5,50.0
94,0,20.0,30.0,49.0
94,1,20.0,49.0,70.0
94,2,51.0,26.5,69.0
94,3,51.0,31.0,26.5
94,4,100.0,16.0,49.0
94,5,49.0,100.0,34.0
94,6,100.0,22.5,35.5
94,7,100.0,22.5,15.5
94,8,18.5,51.0,53.0
94,9,18.5,51.0,47.0
94,10,51.0,32.5,31.0
94,11,69.0,51.0,32.5
94,12,30.0,49.0,65.0
94,13,49.0,30.0,13.5
94,14,30.0,49.0,21.5
95,0,33.0,70.0,14.5
95,1,26.5,19.25,28.5
95,2,12.5,100.0,31.0
95,3,13.625,28.5,26.5
95,4,28.5,26.5,5.625
95,5,34.5,31.0,50.0
95,6,20.25,38.5,26.5
95,7,38.5,26.5,16.25
95,8,14.5,12.0,100.0
95,9,35.0,47.0,20.25
95,10,47.0,49.5,13.0
95,11,20.5,65.0,24.25
95,12,23.5,38.5,16.5
95,13,38.5,16.5,29.5
95,14,25.5,30.0,14.5
95,15,25.5,14.5,40.0
95,16,49.5,39.0,47.0
95,17,47.0,21.0,22.75
95,18,47.0,21.0,26.75
95,19,27.0,49.5,23.5
95,20,49.5,27.0,23.5
95,21,41.5,14.5,39.0
95,22,31.0,41.5,14.5
95,23,17.25,37.5,31.0
95,24,17.25,15.5,31.0
95,25,27.5,35.0,18.25
95,26,35.0,19.5,18.25
95,27,10.5,53.0,21.25
95,28,50.0,13.25,9.5
95,29,27.25,26.0,53.0
95,30,16.0,53.0,27.25
95,31,14.5,10.5,38.5
95,32,38.5,10.5,38.5
95,33,15.25,50.0,21.5
95,34,19.25,21.5,50.0
95,35,21.25,9.5,23.0
95,36,27.0,21.25,9.5
95,37,20.5,14.25,41.5
95,38,14.25,20.5,23.5
95,39,53.0,20.5,8.625
95,40,20.5,33.5,12.625
95,41,19.5,12.625,20.5
95,42,14.5,18.0,65.0
95,43,14.5,35.0,18.0
95,44,42.0,11.25,30.5
95,45,22.5,42.0,11.25
95,46,56.0,47.0,19.5
95,47,44.0,47.0,19.5
96,0,32.0,27.0,33.0
96,1,68.0,32.0,50.0
96,2,48.0,28.0,61.0
96,3,28.0,32.0,32.0
96,4,40.0,24.0,100.0
96,5,16.5,100.0,20.0
96,6,16.5,20.0,100.0
96,7,22.5,27.0,32.0
96,8,32.0,27.0,44.5
96,9,24.0,12.0,100.0
96,10,32.0,100.0,9.0
96,11,19.0,32.0,35.0
96,12,39.0,13.0,28.0
96,13,23.0,12.0,100.0
96,14,16.0,32.0,22.0
96,15,22.0,32.0,16.0
96,16,32.0,32.0,40.0
96,17,32.0,40.0,24.0
96,18,71.0,28.0,24.0
96,19,28.0,29.0,24.0
96,20,57.0,35.0,20.0
96,21,21.5,28.0,39.0
96,22,28.0,39.0,13.5
96,23,22.0,18.0,44.0
96,24,44.0,22.0,14.0
96,25,44.0,32.0,11.0
96,26,7.0,44.0,32.0
96,27,23.0,61.0,20.0
96,28,20.0,39.0,23.0
96,29,32.5,32.0,19.0
96,30,32.0,19.0,32.5
96,31,19.5,43.0,20.0
96,32,20.0,43.0,15.5
97,0,100.0,13.5,57.0
97,1,40.0,17.5,44.0
97,2,31.5,28.5,43.0
97,3,19.5,43.5,13.75
97,4,43.0,15.5,30.5
97,5,69.0,33.5,14.5
97,6,11.5,13.5,45.0
97,7,37.0,17.5,46.0
97,8,69.0,27.5,9.5
97,9,27.5,69.0,21.5
97,10,6.75,43.0,38.5
97,11,8.75,38.5,43.0
97,12,19.75,13.75,37.5
97,13,13.75,37.5,23.75
97,14,25.5,15.5,69.0
97,15,23.0,17.5,13.0
97,16,23.0,17.5,33.0
97,17,57.0,12.875,43.5
97,18,18.875,22.75,57.0
97,19,33.5,44.5,28.5
97,20,21.0,17.5,40.0
97,21,29.5,31.0,28.5
97,22,18.25,29.5,31.0
97,23,29.5,31.0,22.25
97,24,20.75,18.5,18.875
97,25,30.5,13.5,55.0
97,26,13.5,55.0,12.5
97,27,6.4375,38.5,20.75
97,28,21.75,13.5,45.0
97,29,45.0,13.5,9.75
97,30,22.5,17.5,69.0
97,31,22.5,69.0,25.5
97,32,23.5,43.5,24.5
97,33,23.5,43.5,32.5
97,34,41.5,25.5,22.5
97,35,13.0,17.5,54.0
97,36,17.5,21.0,54.0
97,37,37.5,28.5,13.5
97,38,37.5,28.5,29.5
97,39,24.5,28.5,16.75
97,40,28.5,16.75,24.5
97,41,17.5,19.5,40.0
97,42,17.5,40.0,15.5
97,43,12.4375,19.25,20.75
97,44,12.4375,20.75,19.25
97,45,25.5,46.5,10.75
97,46,46.5,25.5,14.375
97,47,25.5,16.375,46.5
97,48,54.0,8.0,17.5
97,49,18.0,17.5,54.0
98,0,100.0,18.5,18.0
98,1,13.0,29.5,34.0
98,2,34.0,29.5,29.0
98,3,34.0,48.0,12.5
98,4,29.5,32.0,48.0
98,5,14.5,18.0,61.0
98,6,34.0,21.5,100.0
98,7,25.5,34.0,100.0
98,8,37.5,41.5,45.0
98,9,29.5,34.0,33.0
98,10,20.5,100.0,13.0
98,11,15.75,22.0,21.5
98,12,21.5,21.75,22.0
98,13,23.5,34.0,50.0
98,14,23.5,34.0,50.0
98,15,20.5,100.0,22.5
98,16,100.0,20.5,12.5
98,17,21.0,23.75,41.5
98,18,41.5,21.0,13.75
98,19,32.0,29.5,28.0
98,20,24.0,32.0,29.5
98,21,21.5,37.5,18.0
98,22,37.5,21.5,11.0
98,23,42.0,37.0,37.5
98,24,24.0,37.0,37.5
98,25,34.0,58.0,13.75
98,26,58.0,15.75,34.0
98,27,39.0,18.0,6.25
98,28,18.0,8.25,39.0
98,29,15.0,10.75,37.5
98,30,10.75,15.0,37.5
98,31,66.0,12.5,35.0
98,32,66.0,12.5,13.0
98,33,29.5,9.0,67.0
98,34,25.0,29.5,67.0
99,0,53.0,100.0,13.5
99,1,14.0,48.5,28.0
99,2,16.0,71.0,66.0
99,3,34.0,71.0,16.0
99,4,47.0,54.0,29.0
99,5,15.5,21.5,100.0
99,6,51.5,33.0,29.0
99,7,29.0,19.5,33.0
99,8,14.5,47.0,46.0
99,9,14.5,23.0,47.0
99,10,23.0,14.5,47.0
99,11,19.25,33.0,71.0
99,12,100.0,31.5,9.75
99,13,5.75,31.5,100.0
99,14,21.5,23.0,29.0
99,15,28.0,21.0,48.5
99,16,48.5,51.0,28.0
99,17,71.0,16.5,40.5
99,18,14.5,71.0,11.25
99,19,11.25,18.5,71.0
99,20,71.0,31.5,23.0
99,21,71.0,39.5,23.0
99,22,28.0,14.0,21.25
99,23,28.0,27.25,14.0
99,24,19.5,40.5,16.5
99,25,16.5,40.5,51.5
99,26,16.5,49.5,29.0
99,27,6.5,49.5,29.0
99,28,64.0,22.5,28.0
99,29,22.5,28.0,36.0
100,0,100.0,30.0,10.75
100,1,30.0,56.0,53.0
100,2,16.0,56.0,53.0
100,3,23.0,56.0,53.0
100,4,56.0,31.0,53.0
100,5,30.0,44.0,8.75
100,6,30.0,8.75,56.0
100,7,47.0,100.0,35.5
100,8,100.0,35.5,47.0
100,9,12.75,30.0,100.0
100,10,30.0,100.0,20.75
100,11,14.0,49.0,53.0
100,12,14.0,53.0,51.0
100,13,18.5,47.0,100.0
100,14,35.0,10.5,47.0
100,15,10.5,47.0,65.0
101,0,51.0,36.0,46.0
101,1,38.0,100.0,33.0
101,2,27.0,46.0,54.0
101,3,21.0,38.0,32.0
101,4,54.0,15.5,19.0
101,5,15.5,54.0,35.0
101,6,16.0,49.0,46.0
101,7,47.0,54.0,35.0
101,8,49.0,13.0,20.0
101,9,20.0,49.0,33.0
101,10,53.0,54.0,23.5
101,11,51.0,37.0,46.0
101,12,51.0,27.0,46.0
101,13,23.5,64.0,46.0
101,14,22.0,11.5,53.0
101,15,16.0,64.0,25.5
101,16,68.0,9.5,38.0
101,17,11.5,38.0,68.0
101,18,54.0,11.5,31.0
101,19,11.5,37.0,23.0
101,20,17.0,23.0,11.5
101,21,25.5,35.0,30.0
101,22,29.0,30.0,25.5
101,23,53.0,11.5,9.0
101,24,23.0,11.5,53.0
102,0,100.0,59.0,16.0
102,1,27.5,41.0,100.0
102,2,39.0,68.0,32.5
102,3,71.0,41.0,27.0
102,4,39.0,38.0,26.5
102,5,100.0,59.0,7.0
102,6,100.0,9.0,59.0
102,7,29.0,15.5,27.0
102,8,27.0,25.5,29.0
102,9,19.5,100.0,12.375
102,10,100.0,12.375,19.5
102,11,24.75,38.0,21.5
102,12,18.0,21.5,24.75
102,13,21.5,24.75,44.0
102,14,41.0,20.75,28.0
102,15,28.0,61.0,59.0
102,16,20.75,72.0,30.5
102,17,72.0,20.75,10.5
102,18,40.0,17.5,61.0
102,19,61.0,40.0,41.5
102,20,20.5,30.0,26.5
102,21,26.5,18.5,30.0
103,0,15.5,52.0,43.0
103,1,100.0,13.0,48.0
103,2,52.0,27.5,16.5
103,3,26.5,52.0,27.5
103,4,30.5,7.5,52.0
103,5,17.5,30.5,52.0
103,6,18.0,70.0,26.5
103,7,52.0,48.0,13.5
103,8,14.0,10.0,37.0
103,9,38.0,37.0,10.0
103,10,17.0,26.5,70.0
103,11,70.0,17.0,13.25
103,12,17.0,13.25,70.0
103,13,13.5,48.0,100.0
103,14,23.5,17.5,52.0
103,15,17.5,52.0,19.5
103,16,45.0,23.0,30.5
103,17,52.0,11.5,20.0
103,18,52.0,40.5,30.0
103,19,25.5,17.0,20.0
103,20,48.0,10.75,100.0
103,21,10.75,48.0,100.0
103,22,30.0,32.0,22.5
103,23,19.75,48.0,52.0
103,24,48.0,17.75,52.0
103,25,3.75,43.0,52.0
103,26,5.75,43.0,52.0
103,27,34.0,49.0,16.0
103,28,14.0,49.0,16.0
103,29,35.0,20.0,17.75
103,30,20.0,35.0,7.75
103,31,33.0,49.0,21.0
103,32,21.0,49.0,15.0
103,33,48.0,15.0,18.5
103,34,30.5,48.0,15.0
103,35,20.0,22.5,8.0
103,36,22.0,20.0,22.5
103,37,45.0,8.5,30.5
103,38,20.5,45.0,30.5
104,0,36.0,17.0,28.0
104,1,13.0,36.0,56.0
104,2,26.0,35.5,36.0
104,3,39.0,6.0,100.0
104,4,32.0,61.0,16.0
104,5,29.0,36.0,33.0
104,6,36.0,29.0,23.0
104,7,100.0,28.0,30.0
104,8,11.0,19.0,56.0
104,9,56.0,11.0,19.0
104,10,56.0,62.0,19.0
104,11,50.0,28.0,34.0
104,12,28.0,16.5,36.0
104,13,28.0,38.0,17.0
104,14,56.0,9.0,20.0
104,15,35.5,30.0,15.0
104,16,30.0,35.5,21.0
104,17,28.0,42.0,9.0
104,18,100.0,10.0,19.0
104,19,22.5,23.0,28.0
104,20,28.0,13.0,22.5
104,21,23.0,26.0,31.0
104,22,31.0,10.0,23.0
104,23,61.0,48.0,16.0
104,24,24.0,56.0,35.5
104,25,12.0,50.0,28.0
104,26,6.0,61.0,20.0
104,27,11.0,42.0,9.0
104,28,9.0,17.0,42.0
104,29,23.0,12.0,35.5
104,30,12.0,35.5,33.0
104,31,31.0,17.0,33.0
104,32,30.0,28.0,36.0
104,33,28.0,36.0,26.0
104,34,19.0,16.0,100.0
104,35,10.0,19.0,100.0
104,36,26.5,100.0,10.0
104,37,10.0,12.5,100.0
104,38,10.0,20.0,17.5
104,39,10.0,43.5,20.0
104,40,19.0,31.0,10.5
104,41,22.5,19.0,31.0
104,42,9.0,36.0,65.0
104,43,36.0,9.0,35.0
104,44,17.0,22.0,28.0
104,45,28.0,33.0,22.0
104,46,28.0,10.0,17.0
104,47,28.0,28.0,17.0
105,0,70.0,66.0,23.0
105,1,66.0,70.0,23.0
105,2,40.0,54.0,53.0
105,3,32.5,54.0,40.0
105,4,30.0,47.0,54.0
105,5,15.5,30.0,54.0
105,6,30.0,54.0,11.75
105,7,30.0,54.0,25.75
105,8,30.0,100.0,56.0
105,9,34.0,52.0,46.0
105,10,34.0,46.0,18.0
105,11,100.0,30.0,20.0
105,12,100.0,24.0,13.0
105,13,17.0,100.0,24.0
105,14,36.0,40.0,14.5
105,15,40.0,18.0,14.5
106,0,27.0,65.0,12.5
106,1,12.5,37.5,73.0
106,2,65.0,16.5,22.5
106,3,11.25,16.5,29.5
106,4,16.5,21.25,29.5
106,5,27.5,41.0,18.5
106,6,44.0,31.5,33.5
106,7,33.5,20.0,31.5
106,8,35.0,100.0,17.5
106,9,35.0,11.5,100.0
106,10,18.5,59.0,17.75
106,11,59.0,18.5,15.75
106,12,45.0,37.5,32.5
106,13,18.25,45.0,37.5
106,14,45.0,37.5,16.25
106,15,41.0,27.5,7.25
106,16,57.0,18.5,33.25
106,17,57.0,33.25,36.5
106,18,12.5,28.5,27.5
106,19,44.5,27.5,12.5
106,20,33.5,65.0,8.25
106,21,33.5,8.25,65.0
106,22,36.0,33.5,9.75
106,23,36.0,33.5,21.75
106,24,4.25,65.0,16.5
106,25,16.5,10.25,65.0
106,26,55.0,57.0,12.625
106,27,6.625,55.0,57.0
106,28,43.0,18.25,26.5
106,29,27.5,12.5,11.25
106,30,27.5,11.25,28.5
106,31,21.75,45.0,33.0
106,32,72.0,33.5,13.5
106,33,33.5,28.0,13.5
106,34,18.25,28.5,28.5
106,35,14.5,18.25,28.5
106,36,32.5,16.5,20.75
106,37,16.5,8.75,32.5
106,38,8.75,59.0,18.5
106,39,18.5,12.75,59.0
106,40,4.875,45.0,33.0
106,41,33.0,10.875,45.0
106,42,34.25,37.5,43.0
106,43,34.25,17.5,43.0
107,0,22.5,100.0,39.0
107,1,21.25,61.0,100.0
107,2,31.0,100.0,29.0
107,3,21.25,12.5,100.0
107,4,26.5,100.0,21.25
107,5,33.0,63.0,7.625
107,6,17.625,63.0,17.5
107,7,63.0,17.625,15.5
107,8,37.0,25.25,9.5
107,9,25.25,37.0,23.5
107,10,100.0,35.5,31.0
107,11,35.5,31.0,100.0
107,12,25.25,44.0,46.5
107,13,25.25,20.5,43.0
107,14,25.25,20.5,57.0
107,15,46.5,11.625,56.0
107,16,56.0,46.5,13.625
107,17,22.5,58.0,61.0
107,18,22.5,61.0,42.0
108,0,10.0,20.0,55.0
108,1,20.0,55.0,22.0
108,2,40.0,20.0,26.0
108,3,74.0,39.0,24.5
108,4,60.0,16.0,30.0
108,5,60.0,10.0,30.0
108,6,17.0,26.0,10.0
108,7,26.0,10.0,23.0
108,8,42.0,8.0,28.0
108,9,12.5,23.5,70.0
108,10,23.5,16.5,70.0
108,11,19.0,20.5,74.0
108,12,74.0,17.5,24.5
108,13,13.5,74.0,24.5
108,14,24.0,26.0,54.0
108,15,74.0,30.0,16.0
108,16,70.0,30.0,13.0
108,17,22.0,20.5,51.0
108,18,51.0,20.5,52.0
108,19,70.0,26.0,5.0
108,20,21.0,74.0,14.0
108,21,74.0,14.0,9.0
108,22,31.5,70.0,8.5
108,23,55.0,13.0,41.0
108,24,31.5,41.0,20.5
108,25,20.5,29.0,31.5
108,26,26.0,33.0,13.0
108,27,37.0,26.0,13.0
108,28,26.0,52.0,30.0
108,29,30.0,26.0,18.0
108,30,32.0,15.5,50.0
108,31,50.0,39.5,32.0
108,32,8.0,28.0,16.0
108,33,8.0,12.0,28.0
108,34,30.0,21.5,70.0
108,35,70.0,10.0,13.5
108,36,20.0,13.5,70.0
108,37,13.0,14.5,55.0
108,38,55.0,7.5,14.5
108,39,14.5,55.0,5.5
108,40,70.0,9.0,28.0
108,41,70.0,9.0,28.0
108,42,46.0,26.0,18.0
108,43,26.0,36.0,46.0
109,0,46.0,11.75,61.0
109,1,61.0,46.0,9.75
109,2,42.0,36.0,38.5
109,3,51.0,20.0,29.5
109,4,38.0,51.0,29.5
109,5,26.5,42.0,45.0
109,6,51.0,29.0,13.5
109,7,39.0,21.5,49.0
109,8,51.0,21.5,39.0
109,9,49.0,23.5,39.0
109,10,19.0,23.5,49.0
109,11,41.5,17.0,35.5
109,12,41.5,41.0,35.5
109,13,54.0,10.75,61.0
109,14,61.0,54.0,10.75
109,15,35.5,51.0,20.0
109,16,35.5,51.0,38.0
109,17,23.5,42.0,26.5
109,18,31.5,42.0,26.5
109,19,30.75,13.5,58.0
109,20,13.5,10.75,58.0
109,21,64.0,42.0,19.25
109,22,29.0,13.5,24.5
109,23,24.5,29.0,13.5
109,24,64.0,29.0,19.25
109,25,64.0,19.25,13.0
109,26,100.0,71.0,8.75
109,27,4.75,71.0,100.0
110,0,36.0,30.0,15.0
110,1,15.0,36.0,18.0
110,2,15.0,52.0,36.0
110,3,100.0,40.0,28.0
110,4,61.0,19.0,54.0
110,5,17.0,61.0,54.0
110,6,40.0,46.0,36.0
110,7,40.0,36.0,54.0
110,8,35.0,60.0,23.0
110,9,60.0,29.0,23.0
110,10,25.0,37.0,60.0
110,11,100.0,31.0,16.0
110,12,100.0,17.5,20.0
110,13,100.0,20.0,13.5
110,14,37.0,36.0,39.0
110,15,17.0,39.0,36.0
110,16,60.0,13.5,25.0
110,17,25.0,13.5,60.0
110,18,64.0,26.0,52.0
110,19,52.0,64.0,34.0
111,0,19.5,41.0,47.0
111,1,29.5,18.5,68.0
111,2,10.5,61.0,41.0
111,3,41.0,39.5,37.5
111,4,19.5,41.0,10.75
111,5,19.5,41.0,10.75
111,6,18.5,39.0,41.0
111,7,41.0,6.25,61.0
111,8,11.5,14.25,61.0
111,9,35.0,29.5,17.5
111,10,50.5,68.0,15.75
111,11,34.5,10.5,41.0
111,12,34.5,17.5,28.5
111,13,32.5,19.5,41.0
111,14,41.0,19.5,14.5
111,15,10.25,29.5,100.0
111,16,68.0,7.875,50.5
111,17,21.5,29.5,19.0
111,18,9.5,19.0,29.5
111,19,8.75,50.0,17.25
111,20,50.0,8.75,17.25
111,21,29.5,17.5,9.5
111,22,34.0,50.5,5.875
111,23,34.0,5.875,50.5
111,24,16.75,69.0,32.0
111,25,39.5,16.75,41.0
111,26,14.75,39.5,41.0
111,27,100.0,14.125,29.5
111,28,100.0,6.125,29.5
111,29,50.0,20.75,14.25
111,30,25.5,14.75,17.5
111,31,14.75,25.5,17.5
111,32,20.75,20.25,36.0
111,33,14.0,20.25,20.75
111,34,31.0,29.5,11.0
111,35,23.0,29.5,31.0
111,36,40.5,14.25,29.5
111,37,20.5,14.25,29.5
111,38,47.0,15.5,29.5
111,39,47.0,15.5,29.5
111,40,18.0,29.5,34.5
111,41,34.5,32.0,29.5
111,42,10.5,65.0,29.5
111,43,65.0,24.5,29.5
111,44,34.5,14.25,23.5
111,45,14.25,23.5,34.5
111,46,11.75,41.0,49.5
111,47,9.75,49.5,41.0
111,48,38.5,32.0,12.75
111,49,30.5,32.0,12.75
112,0,35.5,19.0,100.0
112,1,100.0,36.0,52.5
112,2,51.0,71.0,25.0
112,3,29.0,39.5,73.0
112,4,27.0,29.0,39.5
112,5,35.5,60.0,19.0
112,6,35.5,40.0,19.0
112,7,20.0,100.0,28.5
112,8,27.5,71.0,25.0
112,9,25.0,71.0,21.5
112,10,42.5,34.0,20.0
112,11,20.0,42.5,66.0
112,12,6.25,100.0,36.0
112,13,36.0,100.0,12.25
112,14,31.0,39.0,29.0
112,15,31.0,61.0,29.0
112,16,20.75,29.0,100.0
112,17,8.75,100.0,29.0
113,0,41.0,15.0,64.0
113,1,19.0,41.0,41.0
113,2,19.0,41.0,23.0
113,3,64.0,39.0,42.0
113,4,24.0,24.0,39.0
113,5,39.0,24.0,40.0
113,6,66.0,64.0,23.5
113,7,64.0,20.0,37.5
113,8,50.0,36.0,28.0
113,9,28.0,36.0,50.0
113,10,59.0,12.0,64.0
113,11,52.0,72.0,36.0
113,12,18.0,72.0,48.0
113,13,25.75,64.0,46.0
113,14,46.0,11.75,64.0
113,15,72.0,14.0,18.0
113,16,72.0,18.0,34.0
113,17,59.0,22.0,38.0
113,18,59.0,22.0,26.0
114,0,11.0,59.0,48.5
114,1,59.0,18.5,9.0
114,2,59.0,17.0,18.5
114,3,48.0,20.5,37.5
114,4,48.0,37.5,20.5
114,5,17.5,52.0,41.0
114,6,26.0,25.5,34.5
114,7,32.5,25.5,26.0
114,8,15.5,61.0,49.5
114,9,17.5,33.0,29.0
114,10,17.5,71.0,69.0
114,11,26.0,33.5,21.5
114,12,26.0,45.5,33.5
114,13,41.0,52.0,33.75
114,14,59.0,48.0,10.25
114,15,17.5,71.0,17.5
114,16,17.5,71.0,13.5
114,17,14.0,59.0,19.625
114,18,59.0,19.625,34.0
114,19,38.5,39.0,15.5
114,20,39.0,30.5,15.5
114,21,8.75,48.0,41.0
114,22,48.0,20.75,41.0
114,23,29.0,38.5,17.5
114,24,28.5,13.5,17.5
114,25,28.5,17.5,15.5
114,26,59.0,8.25,25.0
114,27,59.0,8.25,23.0
114,28,15.5,15.75,52.0
114,29,15.75,52.0,25.5
114,30,15.0,22.5,48.5
114,31,24.5,15.5,19.5
114,32,15.5,19.5,36.5
114,33,24.0,59.0,15.25
114,34,59.0,24.0,15.25
114,35,27.25,36.5,15.0
114,36,15.0,36.5,21.25
114,37,59.0,48.0,7.8125
114,38,59.0,48.0,5.8125
114,39,31.0,9.0,15.5
114,40,15.5,23.0,31.0
114,41,68.0,7.75,31.0
114,42,31.0,68.0,7.75
115,0,49.0,13.0,74.0
115,1,49.0,13.0,26.0
115,2,74.0,11.5,49.0
115,3,26.5,39.0,100.0
115,4,37.0,32.5,40.0
115,5,37.0,16.5,40.0
115,6,74.0,49.0,12.75
115,7,37.0,23.5,34.0
115,8,51.0,27.0,28.5
115,9,51.0,32.5,27.0
115,10,39.0,24.5,71.0
115,11,51.0,19.0,61.0
115,12,51.0,11.0,61.0
115,13,26.0,37.0,28.5
115,14,26.0,37.0,28.5
115,15,29.0,13.25,39.0
115,16,11.25,39.0,29.0
115,17,49.0,45.0,6.5
115,18,45.0,6.5,49.0
115,19,51.0,43.0,25.5
115,20,12.75,25.0,49.0
115,21,49.0,49.0,12.75
115,22,49.0,3.5,55.0
115,23,49.0,55.0,9.5
115,24,74.0,20.5,15.0
115,25,74.0,11.0,20.5
115,26,43.0,35.5,16.5
115,27,35.5,43.0,34.5
115,28,25.5,13.0,37.0
115,29,37.0,25.5,21.0
116,0,27.0,38.0,100.0
116,1,19.0,100.0,47.0
116,2,33.0,47.0,100.0
116,3,100.0,47.0,23.0
116,4,9.5,47.0,100.0
116,5,15.5,100.0,47.0
116,6,60.0,26.0,100.0
116,7,26.0,62.0,27.0
116,8,74.0,62.0,27.0
116,9,26.0,40.0,50.0
116,10,40.0,26.0,50.0
117,0,50.5,64.0,44.0
117,1,50.5,29.0,56.0
117,2,16.0,50.5,35.0
117,3,50.5,35.0,40.0
117,4,29.0,100.0,63.0
117,5,100.0,37.0,29.0
117,6,36.0,71.0,69.0
117,7,31.0,71.0,36.0
117,8,40.0,64.0,20.5
117,9,20.5,60.0,64.0
118,0,59.0,17.75,36.0
118,1,6.375,41.0,100.0
118,2,6.375,100.0,41.0
118,3,35.0,27.0,30.75
118,4,100.0,30.75,16.75
118,5,9.75,66.0,59.0
118,6,34.0,59.0,9.75
118,7,50.0,20.75,30.75
118,8,5.25,17.75,64.0
118,9,13.25,17.75,64.0
118,10,100.0,37.0,12.75
118,11,35.5,31.0,14.375
118,12,26.0,12.75,40.0
118,13,35.0,30.75,13.5
118,14,25.0,20.75,30.75
118,15,14.5,30.75,20.75
118,16,10.5,20.75,30.75
118,17,65.0,16.5,60.0
118,18,55.0,17.5,29.0
118,19,17.5,29.0,45.0
118,20,17.75,19.0,40.5
118,21,12.75,30.0,23.0
118,22,70.0,12.75,23.0
118,23,12.75,50.0,40.0
118,24,40.0,24.0,12.75
118,25,13.0,27.0,30.75
118,26,27.0,17.0,30.75
118,27,19.5,35.5,30.75
118,28,18.75,30.75,35.5
118,29,35.5,30.75,30.75
118,30,65.0,14.75,41.0
118,31,14.75,41.0,35.0
118,32,17.75,25.25,45.0
118,33,45.0,17.75,15.25
118,34,12.5,65.0,29.5
118,35,65.0,12.5,39.5
118,36,12.5,8.5,65.0
118,37,12.5,65.0,22.5
118,38,65.0,13.0,16.5
118,39,65.0,16.5,27.0
118,40,67.0,29.0,17.5
118,41,17.5,29.0,33.0
118,42,16.375,35.5,13.5
118,43,16.375,17.5,35.5
118,44,35.0,13.5,10.375
118,45,20.375,35.0,13.5
119,0,42.0,19.5,71.0
119,1,20.5,22.0,42.0
119,2,40.5,43.0,11.0
119,3,40.5,11.0,29.0
119,4,30.0,11.0,20.5
119,5,11.0,30.0,20.5
119,6,15.5,61.0,42.0
119,7,42.0,61.0,13.5
119,8,40.0,11.0,65.0
119,9,37.5,42.0,41.5
119,10,35.0,16.0,55.0
119,11,39.0,64.0,27.0
119,12,20.0,32.5,35.0
119,13,25.0,32.5,40.0
119,14,40.0,25.0,32.5
119,15,36.0,15.25,9.5
119,16,25.0,65.0,17.0
119,17,19.0,25.0,65.0
119,18,65.0,35.0,19.0
119,19,17.0,35.0,65.0
119,20,33.5,42.0,20.75
119,21,33.5,42.0,20.75
119,22,22.0,44.5,28.0
119,23,28.0,16.5,22.0
119,24,72.0,27.25,11.0
119,25,13.25,11.0,72.0
119,26,32.5,64.0,22.5
119,27,16.5,73.0,41.0
119,28,73.0,16.5,23.0
119,29,20.0,35.0,14.5
119,30,16.0,35.0,14.5
119,31,36.0,30.5,17.75
119,32,30.5,7.75,36.0
119,33,40.5,44.0,22.5
119,34,20.0,22.5,40.5
119,35,12.25,20.0,35.0
119,36,35.0,10.25,20.0
119,37,22.0,9.5,15.25
119,38,15.25,9.5,14.0
120,0,71.0,21.5,30.0
120,1,30.0,29.0,21.5
120,2,20.0,12.5,31.0
120,3,31.0,67.0,7.75
120,4,67.0,7.75,39.0
120,5,39.5,27.0,28.5
120,6,12.5,39.5,27.0
120,7,21.0,39.5,28.5
120,8,39.5,28.5,37.0
120,9,31.0,12.5,18.0
120,10,12.5,28.0,31.0
120,11,39.5,30.5,34.0
